t_s,current_A_mean,current_A_max,vbus_V_min
1506,0.00004634,0.001583,6.3109
1507,0.00003818,0.001463,6.3111
1508,0.00002789,0.001093,6.3104
1509,0.00002569,0.000927,6.3102
1510,0.00003129,0.001885,6.3123
1511,0.00002722,0.001015,6.3125
1512,0.00002372,0.001285,6.3111
1513,0.00003083,0.001035,6.3102
1514,0.00003661,0.001541,6.3121
1515,0.00003586,0.001641,6.3129
1516,0.00002722,0.001129,6.3121
1517,0.00002678,0.000697,6.3107
1518,0.00002999,0.001071,6.3105
1519,0.00004384,0.001067,6.3131
1520,0.00001863,0.001301,6.3121
1521,0.00002623,0.001249,6.3111
1522,0.00002941,0.001645,6.3125
1523,0.00003808,0.001613,6.3121
1524,0.00002987,0.001207,6.3109
1525,0.00003266,0.000967,6.3104
1526,0.00003006,0.001333,6.3104
1527,0.00002498,0.001313,6.3111
1528,0.00002902,0.001087,6.3107
1529,0.00002584,0.000869,6.3115
1530,0.00002666,0.000853,6.3121
1531,0.00002954,0.001677,6.3117
1532,0.00003177,0.000639,6.3109
1533,0.00002718,0.000941,6.3117
1534,0.00004231,0.002209,6.3113
1535,0.00003297,0.001613,6.3115
1536,0.00003256,0.000957,6.3123
1537,0.00003243,0.001125,6.3105
1538,0.00003589,0.001245,6.3117
1539,0.00003221,0.001785,6.3117
1540,0.00003032,0.000729,6.3102
1541,0.00003604,0.001077,6.3113
1542,0.00002219,0.000827,6.3109
1543,0.00003140,0.001443,6.3127
1544,0.00003058,0.001213,6.3123
1545,0.00003790,0.001441,6.3113
1546,0.00003419,0.001285,6.3107
1547,0.00002162,0.001369,6.3125
1548,0.00003275,0.001489,6.3102
1549,0.00003839,0.001583,6.3109
1550,0.00003359,0.001227,6.3131
1551,0.00003117,0.000863,6.3115
1552,0.00003266,0.001619,6.3121
1553,0.00004033,0.001099,6.3105
1554,0.00003147,0.001363,6.3115
1555,0.00002759,0.001125,6.3117
1556,0.00002813,0.001269,6.3119
1557,0.00002295,0.001171,6.3121
1558,0.00003322,0.001457,6.3117
1559,0.00002966,0.001515,6.3121
1560,0.00002976,0.001379,6.3129
1561,0.00002860,0.000795,6.3123
1562,0.00002093,0.000993,6.3098
1563,0.00002332,0.001667,6.3133
1564,0.00003649,0.001353,6.3113
1565,0.00002870,0.001401,6.3131
1566,0.00003579,0.001165,6.3125
1567,0.00003406,0.001305,6.3121
1568,0.00002789,0.001183,6.3129
1569,0.00002215,0.001567,6.3107
1570,0.00002814,0.001467,6.3113
1571,0.00003510,0.001607,6.3111
1572,0.00004061,0.001469,6.3121
1573,0.00002149,0.000185,6.3137
1574,0.00003414,0.001563,6.3123
1575,0.00004278,0.001577,6.3129
1576,0.00002868,0.001545,6.3117
1577,0.00002480,0.001145,6.3109
1578,0.00003073,0.000999,6.3117
1579,0.00002246,0.001213,6.3119
1580,0.00002900,0.001239,6.3127
1581,0.00003208,0.001927,6.3113
1582,0.00001799,0.000981,6.3111
1583,0.00003939,0.001771,6.3127
1584,0.00002697,0.000989,6.3109
1585,0.00002448,0.001469,6.3123
1586,0.00003206,0.001399,6.3119
1587,0.00003671,0.001181,6.3131
1588,0.00002003,0.001041,6.3123
1589,0.00002522,0.001333,6.3119
1590,0.00001813,0.000895,6.3109
1591,0.00004283,0.001843,6.3115
1592,0.00003461,0.001067,6.3113
1593,0.00002661,0.001615,6.3123
1594,0.00002358,0.001469,6.3113
1595,0.00002784,0.001509,6.3127
1596,0.00002443,0.001619,6.3115
1597,0.00003211,0.000801,6.3119
1598,0.00002959,0.001139,6.3121
1599,0.00003638,0.001469,6.3131
1600,0.00002778,0.001087,6.3125
1601,0.00003944,0.002255,6.3129
1602,0.00003942,0.001317,6.3123
1603,0.00004359,0.001729,6.3137
1604,0.00003540,0.001379,6.3125
1605,0.00003789,0.001323,6.3139
1606,0.00003895,0.001885,6.3133
1607,0.00003473,0.001541,6.3141
1608,0.00002355,0.001245,6.3121
1609,0.00003492,0.001297,6.3125
1610,0.00002564,0.000937,6.3113
1611,0.00003177,0.001255,6.3117
1612,0.00003003,0.001515,6.3125
1613,0.00002984,0.001427,6.3123
1614,0.00003562,0.001427,6.3131
1615,0.00003424,0.000727,6.3117
1616,0.00001957,0.001493,6.3127
1617,0.00002238,0.000993,6.3111
1618,0.00003108,0.001427,6.3125
1619,0.00002223,0.000791,6.3129
1620,0.00002280,0.000755,6.3125
1621,0.00004149,0.001515,6.3131
1622,0.00002616,0.001463,6.3121
1623,0.00003379,0.000869,6.3117
1624,0.00003027,0.001457,6.3133
1625,0.00003513,0.001253,6.3127
1626,0.00003429,0.001253,6.3123
1627,0.00003434,0.001123,6.3135
1628,0.00002806,0.000983,6.3123
1629,0.00004619,0.001385,6.3139
1630,0.00002680,0.001749,6.3135
1631,0.00002811,0.000915,6.3115
1632,0.00002735,0.001483,6.3121
1633,0.00004893,0.002031,6.3117
1634,0.00004907,0.001321,6.3115
1635,0.00003350,0.001149,6.3113
1636,0.00004215,0.001785,6.3131
1637,0.00004439,0.001587,6.3133
1638,0.00002818,0.001071,6.3121
1639,0.00002381,0.001031,6.3129
1640,0.00002880,0.001031,6.3129
1641,0.00002883,0.001489,6.3123
1642,0.00002551,0.001375,6.3105
1643,0.00003187,0.001093,6.3123
1644,0.00003221,0.001301,6.3137
1645,0.00002729,0.001191,6.3131
1646,0.00003137,0.001603,6.3131
1647,0.00002666,0.001563,6.3127
1648,0.00002436,0.000901,6.3117
1649,0.00003231,0.001677,6.3145
1650,0.00003043,0.001405,6.3135
1651,0.00003650,0.000817,6.3111
1652,0.00003305,0.001259,6.3115
1653,0.00002977,0.001145,6.3139
1654,0.00003303,0.001511,6.3139
1655,0.00002883,0.001603,6.3121
1656,0.00002611,0.001813,6.3123
1657,0.00002718,0.001593,6.3131
1658,0.00003698,0.001357,6.3129
1659,0.00003206,0.001749,6.3131
1660,0.00003425,0.001249,6.3123
1661,0.00003397,0.001187,6.3117
1662,0.00003243,0.001233,6.3125
1663,0.00002024,0.001119,6.3123
1664,0.00002174,0.001337,6.3117
1665,0.00003566,0.001535,6.3115
1666,0.00003653,0.001729,6.3125
1667,0.00003834,0.001129,6.3131
1668,0.00002487,0.001061,6.3133
1669,0.00003280,0.001051,6.3146
1670,0.00002023,0.001295,6.3123
1671,0.00002910,0.001327,6.3137
1672,0.00002342,0.001311,6.3133
1673,0.00002250,0.001389,6.3135
1674,0.00002834,0.000879,6.3135
1675,0.00002650,0.001317,6.3127
1676,0.00002882,0.000911,6.3107
1677,0.00002811,0.001547,6.3127
1678,0.00003183,0.000915,6.3127
1679,0.00002984,0.001219,6.3137
1680,0.00003409,0.001239,6.3143
1681,0.00002858,0.001181,6.3127
1682,0.00002177,0.001087,6.3127
1683,0.00002473,0.001599,6.3135
1684,0.00003680,0.001265,6.3125
1685,0.00003792,0.001667,6.3148
1686,0.00003266,0.001301,6.3143
1687,0.00003006,0.001399,6.3131
1688,0.00003219,0.001239,6.3135
1689,0.00003063,0.001217,6.3129
1690,0.00002972,0.001041,6.3123
1691,0.00003539,0.001067,6.3137
1692,0.00003182,0.001609,6.3131
1693,0.00002611,0.001461,6.3121
1694,0.00004369,0.001405,6.3123
1695,0.00003041,0.001391,6.3137
1696,0.00002485,0.001405,6.3143
1697,0.00002545,0.001265,6.3129
1698,0.00002629,0.001323,6.3131
1699,0.00003246,0.000921,6.3133
1700,0.00002841,0.000807,6.3119
1701,0.00002383,0.001509,6.3127
1702,0.00003093,0.001025,6.3125
1703,0.00003626,0.001161,6.3127
1704,0.00003181,0.001687,6.3139
1705,0.00002263,0.001237,6.3133
1706,0.00003376,0.001363,6.3117
1707,0.00002181,0.001165,6.3139
1708,0.00001885,0.001457,6.3141
1709,0.00002698,0.001297,6.3137
1710,0.00002880,0.001191,6.3123
1711,0.00003665,0.001479,6.3141
1712,0.00003458,0.001781,6.3129
1713,0.00002593,0.001469,6.3146
1714,0.00002576,0.000995,6.3137
1715,0.00003186,0.001577,6.3139
1716,0.00002332,0.001145,6.3129
1717,0.00002803,0.001123,6.3125
1718,0.00002255,0.001301,6.3129
1719,0.00003805,0.001641,6.3146
1720,0.00002256,0.001359,6.3135
1721,0.00003730,0.000795,6.3129
1722,0.00003856,0.001771,6.3148
1723,0.00002065,0.001123,6.3141
1724,0.00003497,0.001489,6.3129
1725,0.00003680,0.001697,6.3135
1726,0.00003142,0.000711,6.3129
1727,0.00001324,0.000687,6.3117
1728,0.00001924,0.001061,6.3115
1729,0.00003742,0.001509,6.3133
1730,0.00002767,0.001275,6.3143
1731,0.00002964,0.000807,6.3123
1732,0.00003898,0.001045,6.3127
1733,0.00002381,0.001531,6.3125
1734,0.00003401,0.001015,6.3143
1735,0.00002703,0.000879,6.3125
1736,0.00002428,0.000817,6.3113
1737,0.00003563,0.001161,6.3135
1738,0.00002692,0.001531,6.3131
1739,0.00001687,0.000817,6.3127
1740,0.00643068,0.216509,5.6926
1741,0.09272981,0.115269,5.9289
1742,0.03460766,0.114915,5.9193
1743,0.00003502,0.001083,6.2822
1744,0.00003339,0.001453,6.2943
1745,0.00002233,0.000921,6.2986
1746,0.00003211,0.001625,6.3018
1747,0.00002557,0.001265,6.3027
1748,0.00002619,0.001447,6.3039
1749,0.00003868,0.001797,6.3045
1750,0.00002034,0.000791,6.3031
1751,0.00002174,0.000843,6.3047
1752,0.00003782,0.000753,6.3049
1753,0.00002324,0.001139,6.3053
1754,0.00003759,0.001401,6.3068
1755,0.00002936,0.002277,6.3068
1756,0.00003087,0.001453,6.3066
1757,0.00002564,0.001175,6.3064
1758,0.00003088,0.001177,6.3063
1759,0.00003555,0.001717,6.3074
1760,0.00002045,0.001185,6.3066
1761,0.00003766,0.001155,6.3078
1762,0.00002239,0.001129,6.3078
1763,0.00003297,0.000821,6.3076
1764,0.00004871,0.001035,6.3076
1765,0.00003416,0.001119,6.3070
1766,0.00002416,0.001265,6.3074
1767,0.00003510,0.001077,6.3076
1768,0.00003597,0.001739,6.3084
1769,0.00002517,0.001223,6.3086
1770,0.00003599,0.001863,6.3090
1771,0.00001431,0.000967,6.3076
1772,0.00003608,0.001421,6.3096
1773,0.00003688,0.001453,6.3094
1774,0.00001517,0.000211,6.3105
1775,0.00003633,0.001473,6.3111
1776,0.00004431,0.001165,6.3072
1777,0.00002680,0.001071,6.3098
1778,0.00004152,0.001119,6.3082
1779,0.00002575,0.001441,6.3098
1780,0.00002303,0.001275,6.3090
1781,0.00002954,0.001031,6.3076
1782,0.00002687,0.001035,6.3080
1783,0.00004056,0.001047,6.3088
1784,0.00003924,0.000785,6.3080
1785,0.00001946,0.001301,6.3090
1786,0.00002130,0.000651,6.3084
1787,0.00002752,0.000957,6.3076
1788,0.00003219,0.000931,6.3080
1789,0.00003534,0.001197,6.3102
1790,0.00002697,0.001399,6.3092
1791,0.00003053,0.000713,6.3098
1792,0.00002624,0.001515,6.3100
1793,0.00003335,0.001151,6.3092
1794,0.00001698,0.001415,6.3102
1795,0.00002839,0.001447,6.3098
1796,0.00002660,0.001855,6.3092
1797,0.00003024,0.001145,6.3086
1798,0.00002502,0.001191,6.3090
1799,0.00003873,0.001735,6.3102
1800,0.00002606,0.001031,6.3104
1801,0.00003266,0.001337,6.3100
1802,0.00002942,0.000973,6.3105
1803,0.00004756,0.001431,6.3104
1804,0.00002113,0.000753,6.3086
1805,0.00002313,0.001317,6.3098
1806,0.00002332,0.002021,6.3082
1807,0.00002401,0.001249,6.3082
1808,0.00002375,0.000967,6.3086
1809,0.00002246,0.001181,6.3100
1810,0.00003870,0.001499,6.3105
1811,0.00001544,0.001421,6.3109
1812,0.00002324,0.000811,6.3094
1813,0.00003273,0.001303,6.3115
1814,0.00003175,0.001249,6.3104
1815,0.00002908,0.001151,6.3090
1816,0.00003001,0.001359,6.3098
1817,0.00002584,0.000873,6.3100
1818,0.00002186,0.000707,6.3100
1819,0.00003137,0.000749,6.3094
1820,0.00001629,0.000723,6.3082
1821,0.00001219,0.000873,6.3094
1822,0.00002821,0.001093,6.3084
1823,0.00004325,0.001071,6.3098
1824,0.00002671,0.001307,6.3111
1825,0.00001764,0.000853,6.3092
1826,0.00002890,0.000771,6.3105
1827,0.00003725,0.001473,6.3115
1828,0.00003265,0.001651,6.3100
1829,0.00003130,0.001061,6.3109
1830,0.00002900,0.001405,6.3105
1831,0.00002937,0.001295,6.3109
1832,0.00002644,0.000483,6.3096
1833,0.00002403,0.001479,6.3102
1834,0.00002376,0.000973,6.3104
1835,0.00003776,0.001281,6.3094
1836,0.00003087,0.001249,6.3102
1837,0.00003520,0.001037,6.3105
1838,0.00002015,0.000931,6.3096
1839,0.00003831,0.001639,6.3117
1840,0.00001776,0.001437,6.3098
1841,0.00003166,0.001567,6.3109
1842,0.00004473,0.001625,6.3115
1843,0.00001693,0.001187,6.3092
1844,0.00003315,0.001635,6.3121
1845,0.00002987,0.001719,6.3104
1846,0.00003757,0.001349,6.3107
1847,0.00001811,0.001229,6.3096
1848,0.00003024,0.001369,6.3111
1849,0.00002915,0.001297,6.3104
1850,0.00003627,0.000801,6.3096
1851,0.00003887,0.001353,6.3104
1852,0.00002782,0.001223,6.3113
1853,0.00003744,0.001469,6.3111
1854,0.00004080,0.001479,6.3104
1855,0.00003552,0.001275,6.3094
1856,0.00002725,0.000791,6.3102
1857,0.00003186,0.001327,6.3102
1858,0.00002902,0.000973,6.3092
1859,0.00002819,0.000931,6.3113
1860,0.00003213,0.001019,6.3105
1861,0.00003455,0.001385,6.3113
1862,0.00002802,0.001061,6.3102
1863,0.00002742,0.001671,6.3115
1864,0.00002441,0.001469,6.3113
1865,0.00002140,0.000979,6.3107
1866,0.00001898,0.001489,6.3109
1867,0.00003224,0.001327,6.3092
1868,0.00003649,0.001437,6.3107
1869,0.00003488,0.001333,6.3127
1870,0.00002399,0.001143,6.3086
1871,0.00002308,0.000795,6.3088
1872,0.00003075,0.001343,6.3113
1873,0.00002860,0.001567,6.3113
1874,0.00004198,0.001837,6.3109
1875,0.00002833,0.001589,6.3119
1876,0.00004166,0.001443,6.3121
1877,0.00002668,0.001297,6.3109
1878,0.00003013,0.001165,6.3117
1879,0.00003171,0.001203,6.3121
1880,0.00002581,0.001005,6.3104
1881,0.00002371,0.001239,6.3098
1882,0.00002530,0.000905,6.3109
1883,0.00002552,0.000925,6.3100
1884,0.00003487,0.001223,6.3109
1885,0.00003186,0.001349,6.3111
1886,0.00002425,0.001087,6.3098
1887,0.00003465,0.001291,6.3107
1888,0.00003097,0.001217,6.3100
1889,0.00003683,0.001087,6.3105
1890,0.00003428,0.001427,6.3117
1891,0.00002724,0.001149,6.3102
1892,0.00003498,0.001447,6.3121
1893,0.00002517,0.001051,6.3104
1894,0.00004740,0.001009,6.3102
1895,0.00002520,0.001285,6.3105
1896,0.00003445,0.002417,6.3113
1897,0.00003712,0.001415,6.3090
1898,0.00003637,0.001457,6.3113
1899,0.00003103,0.002131,6.3127
1900,0.00003935,0.000885,6.3104
1901,0.00003475,0.001093,6.3102
1902,0.00003013,0.001321,6.3111
1903,0.00002456,0.001047,6.3113
1904,0.00003990,0.001567,6.3115
1905,0.00002488,0.000759,6.3100
1906,0.00001984,0.000805,6.3092
1907,0.00003682,0.001275,6.3100
1908,0.00003692,0.001797,6.3098
1909,0.00001695,0.001239,6.3107
1910,0.00002014,0.000967,6.3096
1911,0.00002071,0.001123,6.3102
1912,0.00003113,0.001457,6.3119
1913,0.00002801,0.001265,6.3127
1914,0.00003512,0.001129,6.3104
1915,0.00002885,0.001025,6.3121
1916,0.00003191,0.000931,6.3107
1917,0.00003426,0.001249,6.3115
1918,0.00003648,0.001479,6.3115
1919,0.00003478,0.001597,6.3100
1920,0.00003555,0.001109,6.3113
1921,0.00002678,0.000969,6.3102
1922,0.00003261,0.001343,6.3109
1923,0.00003261,0.001337,6.3109
1924,0.00002614,0.001177,6.3102
1925,0.00002853,0.001035,6.3107
1926,0.00002092,0.001087,6.3105
1927,0.00003224,0.001943,6.3109
1928,0.00002687,0.001437,6.3107
1929,0.00003098,0.001765,6.3119
1930,0.00002391,0.000989,6.3105
1931,0.00003014,0.001129,6.3102
1932,0.00003888,0.001797,6.3115
1933,0.00003834,0.001333,6.3111
1934,0.00003697,0.001067,6.3133
1935,0.00002876,0.001375,6.3113
1936,0.00002500,0.001333,6.3113
1937,0.00000964,0.001219,6.3113
1938,0.00002045,0.001063,6.3113
1939,0.00003278,0.001343,6.3105
1940,0.00001902,0.001489,6.3123
1941,0.00002806,0.001327,6.3119
1942,0.00002782,0.001149,6.3127
1943,0.00003354,0.001365,6.3105
1944,0.00003451,0.001343,6.3111
1945,0.00002422,0.001421,6.3117
1946,0.00003801,0.000963,6.3115
1947,0.00002060,0.001009,6.3102
1948,0.00002966,0.001149,6.3098
1949,0.00002774,0.001505,6.3098
1950,0.00003826,0.001567,6.3125
1951,0.00003061,0.001525,6.3129
1952,0.00002596,0.001055,6.3117
1953,0.00003554,0.001171,6.3119
1954,0.00004251,0.001573,6.3129
1955,0.00003303,0.000957,6.3107
1956,0.00003559,0.001409,6.3129
1957,0.00002973,0.001483,6.3129
1958,0.00002261,0.001541,6.3119
1959,0.00002576,0.001051,6.3115
1960,0.00002982,0.001161,6.3109
1961,0.00002576,0.001297,6.3119
1962,0.00002009,0.001597,6.3123
1963,0.00001973,0.001307,6.3107
1964,0.00003197,0.001453,6.3117
1965,0.00003129,0.001347,6.3123
1966,0.00001883,0.000795,6.3113
1967,0.00001683,0.000967,6.3094
1968,0.00003404,0.000853,6.3115
1969,0.00003581,0.002407,6.3123
1970,0.00003038,0.001723,6.3121
1971,0.00003868,0.001499,6.3115
1972,0.00003016,0.001515,6.3117
1973,0.00003065,0.001337,6.3105
1974,0.00002502,0.001399,6.3125
1975,0.00002402,0.000441,6.3109
1976,0.00002675,0.000717,6.3119
1977,0.00003547,0.001097,6.3139
1978,0.00003036,0.001265,6.3113
1979,0.00003048,0.001379,6.3123
1980,0.00003935,0.001399,6.3121
1981,0.00003134,0.001593,6.3127
1982,0.00002755,0.001615,6.3117
1983,0.00004087,0.001545,6.3115
1984,0.00002587,0.001243,6.3107
1985,0.00002730,0.001347,6.3111
1986,0.00004375,0.001375,6.3139
1987,0.00003641,0.000593,6.3111
1988,0.00003930,0.001655,6.3123
1989,0.00002846,0.000797,6.3121
1990,0.00003318,0.001447,6.3119
1991,0.00003468,0.001271,6.3127
1992,0.00003963,0.001537,6.3131
1993,0.00002944,0.001119,6.3109
1994,0.00003108,0.001165,6.3117
1995,0.00002703,0.000915,6.3107
1996,0.00002908,0.001139,6.3119
1997,0.00002972,0.000817,6.3117
1998,0.00003532,0.001353,6.3131
1999,0.00002688,0.000927,6.3117
2000,0.00003228,0.001375,6.3111
2001,0.00003498,0.001083,6.3109
2002,0.00001574,0.000927,6.3100
2003,0.00003041,0.001771,6.3127
2004,0.00001780,0.001197,6.3131
2005,0.00003634,0.001743,6.3123
2006,0.00003534,0.001661,6.3121
2007,0.00002527,0.001599,6.3123
2008,0.00003404,0.001557,6.3131
2009,0.00002510,0.001395,6.3119
2010,0.00003564,0.001375,6.3127
2011,0.00002476,0.001067,6.3119
2012,0.00003231,0.001239,6.3119
2013,0.00003922,0.001275,6.3139
2014,0.00003401,0.000863,6.3115
2015,0.00003569,0.001525,6.3121
2016,0.00003361,0.001213,6.3117
2017,0.00002865,0.001169,6.3107
2018,0.00004261,0.001161,6.3123
2019,0.00002717,0.001223,6.3127
2020,0.00002429,0.000785,6.3109
2021,0.00004524,0.001245,6.3109
2022,0.00003166,0.001499,6.3121
2023,0.00003221,0.001385,6.3119
2024,0.00002470,0.000967,6.3125
2025,0.00003325,0.001039,6.3107
2026,0.00003191,0.001359,6.3137
2027,0.00003171,0.001223,6.3119
2028,0.00003395,0.001271,6.3115
2029,0.00003505,0.001599,6.3131
2030,0.00003023,0.001317,6.3123
2031,0.00002678,0.001713,6.3115
2032,0.00002855,0.001625,6.3104
2033,0.00003613,0.001375,6.3123
2034,0.00002946,0.001087,6.3119
2035,0.00003725,0.001391,6.3141
2036,0.00003466,0.001243,6.3117
2037,0.00003552,0.001271,6.3115
2038,0.00003228,0.001171,6.3115
2039,0.00003584,0.000993,6.3119
2040,0.00720339,0.262569,5.7896
2041,0.09486508,0.115795,5.9271
2042,0.03180113,0.114863,5.9197
2043,0.00003243,0.001443,6.2814
2044,0.00003061,0.000987,6.2916
2045,0.00002033,0.001545,6.2967
2046,0.00002420,0.001219,6.2992
2047,0.00003705,0.001379,6.3023
2048,0.00003216,0.001333,6.3023
2049,0.00004592,0.001489,6.3008
2050,0.00003518,0.001525,6.3039
2051,0.00002270,0.000703,6.3027
2052,0.00003283,0.001207,6.3049
2053,0.00002475,0.001395,6.3057
2054,0.00003266,0.001573,6.3061
2055,0.00002487,0.000811,6.3045
2056,0.00003564,0.001421,6.3055
2057,0.00002164,0.000833,6.3051
2058,0.00003736,0.001615,6.3063
2059,0.00003920,0.001583,6.3078
2060,0.00003273,0.001389,6.3068
2061,0.00004843,0.001135,6.3070
2062,0.00004023,0.001541,6.3082
2063,0.00002737,0.000791,6.3084
2064,0.00003527,0.001531,6.3066
2065,0.00002500,0.001327,6.3082
2066,0.00004063,0.001365,6.3082
2067,0.00002429,0.000691,6.3064
2068,0.00002863,0.001107,6.3063
2069,0.00003836,0.001113,6.3068
2070,0.00002880,0.001629,6.3084
2071,0.00002191,0.001197,6.3078
2072,0.00003416,0.001233,6.3068
2073,0.00002542,0.001103,6.3066
2074,0.00002448,0.001213,6.3068
2075,0.00003066,0.000775,6.3055
2076,0.00001658,0.000925,6.3064
2077,0.00001663,0.001013,6.3072
2078,0.00003083,0.001115,6.3074
2079,0.00003819,0.001749,6.3063
2080,0.00001534,0.000915,6.3084
2081,0.00002759,0.001463,6.3086
2082,0.00003036,0.001629,6.3098
2083,0.00003253,0.001343,6.3082
2084,0.00003399,0.001405,6.3070
2085,0.00001408,0.001327,6.3076
2086,0.00002851,0.001353,6.3102
2087,0.00004051,0.001811,6.3076
2088,0.00004910,0.001383,6.3080
2089,0.00003063,0.001243,6.3084
2090,0.00003766,0.001817,6.3084
2091,0.00003199,0.001281,6.3082
2092,0.00003475,0.000979,6.3068
2093,0.00002563,0.000931,6.3068
2094,0.00003974,0.000791,6.3082
2095,0.00003172,0.001259,6.3082
2096,0.00003534,0.001083,6.3074
2097,0.00002747,0.000821,6.3076
2098,0.00003167,0.001551,6.3090
2099,0.00002510,0.001167,6.3088
2100,0.00003113,0.001843,6.3098
2101,0.00001944,0.000921,6.3082
2102,0.00002377,0.001029,6.3078
2103,0.00004471,0.001739,6.3090
2104,0.00001702,0.000541,6.3086
2105,0.00002542,0.001077,6.3064
2106,0.00005011,0.002145,6.3090
2107,0.00002784,0.001311,6.3088
2108,0.00002826,0.001275,6.3082
2109,0.00003967,0.001613,6.3096
2110,0.00003747,0.001587,6.3102
2111,0.00003617,0.000723,6.3082
2112,0.00002855,0.001275,6.3088
2113,0.00003229,0.001415,6.3084
2114,0.00002465,0.001661,6.3094
2115,0.00001848,0.001181,6.3078
2116,0.00003305,0.001275,6.3092
2117,0.00003424,0.001119,6.3088
2118,0.00003251,0.001661,6.3088
2119,0.00004245,0.001801,6.3102
2120,0.00003762,0.001343,6.3082
2121,0.00005453,0.002001,6.3086
2122,0.00001196,0.001151,6.3086
2123,0.00001971,0.001313,6.3104
2124,0.00004011,0.000895,6.3084
2125,0.00003288,0.001323,6.3094
2126,0.00002334,0.001045,6.3086
2127,0.00002330,0.001005,6.3084
2128,0.00004209,0.001567,6.3094
2129,0.00002786,0.000889,6.3084
2130,0.00002875,0.001155,6.3078
2131,0.00003322,0.001187,6.3098
2132,0.00003766,0.001681,6.3094
2133,0.00003406,0.001047,6.3090
2134,0.00004209,0.001395,6.3105
2135,0.00003612,0.001651,6.3092
2136,0.00003540,0.001437,6.3084
2137,0.00002823,0.001847,6.3105
2138,0.00003226,0.000853,6.3096
2139,0.00002453,0.000941,6.3074
2140,0.00002777,0.001025,6.3094
2141,0.00002959,0.001071,6.3080
2142,0.00004441,0.001599,6.3102
2143,0.00001626,0.000879,6.3092
2144,0.00003070,0.001191,6.3098
2145,0.00003784,0.001245,6.3094
2146,0.00003643,0.001739,6.3098
2147,0.00002919,0.000983,6.3094
2148,0.00002846,0.001405,6.3094
2149,0.00003327,0.000789,6.3078
2150,0.00003275,0.001401,6.3084
2151,0.00003016,0.001593,6.3105
2152,0.00003108,0.000869,6.3082
2153,0.00003831,0.001375,6.3096
2154,0.00002944,0.001619,6.3105
2155,0.00003050,0.000967,6.3098
2156,0.00001722,0.000555,6.3084
2157,0.00003308,0.001625,6.3104
2158,0.00001917,0.001369,6.3100
2159,0.00004208,0.001395,6.3115
2160,0.00003108,0.000905,6.3078
2161,0.00002671,0.001187,6.3088
2162,0.00002821,0.001301,6.3092
2163,0.00002910,0.001467,6.3100
2164,0.00003594,0.001233,6.3086
2165,0.00002912,0.000775,6.3084
2166,0.00003108,0.001165,6.3094
2167,0.00003350,0.001103,6.3080
2168,0.00003940,0.001651,6.3094
2169,0.00003391,0.001109,6.3088
2170,0.00002473,0.001259,6.3098
2171,0.00002971,0.001687,6.3094
2172,0.00001972,0.000879,6.3094
2173,0.00003366,0.000947,6.3078
2174,0.00003626,0.001463,6.3104
2175,0.00003920,0.001395,6.3105
2176,0.00003336,0.001347,6.3096
2177,0.00003525,0.001443,6.3084
2178,0.00001992,0.001405,6.3102
2179,0.00004187,0.001291,6.3096
2180,0.00002229,0.000635,6.3090
2181,0.00003053,0.000937,6.3092
2182,0.00002771,0.000263,6.3119
2183,0.00003900,0.001437,6.3094
2184,0.00002898,0.001233,6.3098
2185,0.00003367,0.001187,6.3092
2186,0.00003330,0.000687,6.3082
2187,0.00002083,0.001051,6.3094
2188,0.00002886,0.001047,6.3092
2189,0.00003018,0.001223,6.3094
2190,0.00002364,0.001431,6.3098
2191,0.00003851,0.000875,6.3096
2192,0.00003118,0.001155,6.3090
2193,0.00003298,0.001005,6.3084
2194,0.00002693,0.001509,6.3107
2195,0.00004085,0.001197,6.3109
2196,0.00003298,0.001093,6.3102
2197,0.00003524,0.001317,6.3098
2198,0.00003071,0.001505,6.3096
2199,0.00002411,0.001249,6.3102
2200,0.00003780,0.001161,6.3094
2201,0.00003115,0.001837,6.3105
2202,0.00002651,0.000837,6.3094
2203,0.00002856,0.001333,6.3107
2204,0.00003424,0.001551,6.3102
2205,0.00003426,0.001255,6.3086
2206,0.00003354,0.001557,6.3094
2207,0.00002824,0.000739,6.3098
2208,0.00002819,0.000833,6.3088
2209,0.00003379,0.001505,6.3094
2210,0.00003073,0.001713,6.3098
2211,0.00002824,0.001343,6.3107
2212,0.00003456,0.000973,6.3107
2213,0.00002673,0.000885,6.3082
2214,0.00002887,0.001761,6.3105
2215,0.00002710,0.001807,6.3096
2216,0.00003361,0.001791,6.3102
2217,0.00003836,0.001733,6.3105
2218,0.00003258,0.001219,6.3102
2219,0.00003206,0.001295,6.3102
2220,0.00003181,0.001181,6.3105
2221,0.00002695,0.001651,6.3115
2222,0.00003329,0.000775,6.3098
2223,0.00002458,0.001203,6.3102
2224,0.00003944,0.001277,6.3104
2225,0.00002157,0.001197,6.3096
2226,0.00003722,0.000957,6.3092
2227,0.00001754,0.001087,6.3096
2228,0.00002540,0.001395,6.3109
2229,0.00002557,0.000969,6.3105
2230,0.00002783,0.000847,6.3102
2231,0.00003063,0.001735,6.3111
2232,0.00003325,0.001567,6.3098
2233,0.00002897,0.001739,6.3100
2234,0.00003403,0.001509,6.3105
2235,0.00003480,0.000707,6.3104
2236,0.00003634,0.001311,6.3094
2237,0.00003107,0.000675,6.3094
2238,0.00003482,0.001619,6.3107
2239,0.00003334,0.001291,6.3096
2240,0.00004288,0.001551,6.3105
