t_s,current_A_mean,current_A_max,vbus_V_min
758,0.00002261,0.002229,6.3158
759,0.00002597,0.000989,6.3150
760,0.00004234,0.001947,6.3189
761,0.00004137,0.001457,6.3176
762,0.00003181,0.001167,6.3166
763,0.00004624,0.001395,6.3178
764,0.00003939,0.001073,6.3172
765,0.00003868,0.001185,6.3166
766,0.00003392,0.001791,6.3180
767,0.00003130,0.001775,6.3180
768,0.00003166,0.000889,6.3145
769,0.00002403,0.001229,6.3174
770,0.00003280,0.001365,6.3180
771,0.00004710,0.001651,6.3178
772,0.00003631,0.001139,6.3166
773,0.00003024,0.001401,6.3152
774,0.00004043,0.001353,6.3178
775,0.00002834,0.001577,6.3172
776,0.00003424,0.001421,6.3164
777,0.00002836,0.000341,6.3187
778,0.00002611,0.001265,6.3187
779,0.00003103,0.001057,6.3176
780,0.00003419,0.001353,6.3166
781,0.00004081,0.001499,6.3166
782,0.00003213,0.001203,6.3162
783,0.00002873,0.000993,6.3166
784,0.00002967,0.000749,6.3154
785,0.00003534,0.001353,6.3154
786,0.00003915,0.001597,6.3168
787,0.00002500,0.001175,6.3166
788,0.00002308,0.000853,6.3182
789,0.00003387,0.001499,6.3168
790,0.00003806,0.001399,6.3174
791,0.00003169,0.001139,6.3180
792,0.00003544,0.001431,6.3168
793,0.00004503,0.001119,6.3187
794,0.00002495,0.001551,6.3180
795,0.00002957,0.001411,6.3162
796,0.00003098,0.001431,6.3166
797,0.00002866,0.000999,6.3156
798,0.00001567,0.001041,6.3166
799,0.00003595,0.001791,6.3172
800,0.00003586,0.001499,6.3166
801,0.00003512,0.001395,6.3162
802,0.00003740,0.001657,6.3180
803,0.00003347,0.001411,6.3170
804,0.00002976,0.001457,6.3166
805,0.00003841,0.001207,6.3168
806,0.00003392,0.001687,6.3170
807,0.00003298,0.001515,6.3162
808,0.00002829,0.001297,6.3168
809,0.00001766,0.000781,6.3152
810,0.00003801,0.001259,6.3174
811,0.00003664,0.001583,6.3174
812,0.00002082,0.001151,6.3166
813,0.00003140,0.001171,6.3174
814,0.00004234,0.001291,6.3170
815,0.00003713,0.001869,6.3182
816,0.00003139,0.001489,6.3166
817,0.00003517,0.001489,6.3162
818,0.00002907,0.001285,6.3176
819,0.00002907,0.001379,6.3180
820,0.00002517,0.001155,6.3182
821,0.00004744,0.001415,6.3176
822,0.00003234,0.001311,6.3137
823,0.00003200,0.001093,6.3170
824,0.00004636,0.001791,6.3180
825,0.00002893,0.000781,6.3154
826,0.00004167,0.001875,6.3186
827,0.00004085,0.001181,6.3154
828,0.00003199,0.001317,6.3166
829,0.00003210,0.001015,6.3164
830,0.00002646,0.001051,6.3172
831,0.00003678,0.001891,6.3184
832,0.00002589,0.000883,6.3164
833,0.00004024,0.001781,6.3184
834,0.00003591,0.001233,6.3162
835,0.00003597,0.001327,6.3184
836,0.00003036,0.001749,6.3184
837,0.00003507,0.001453,6.3180
838,0.00003666,0.001103,6.3182
839,0.00004522,0.000821,6.3172
840,0.00413149,0.192799,5.7131
841,0.08458273,0.115113,5.9035
842,0.04602992,0.115061,5.8891
843,0.00004214,0.001197,6.2797
844,0.00003527,0.000941,6.2943
845,0.00003026,0.000807,6.2996
846,0.00003332,0.001311,6.3037
847,0.00004334,0.001213,6.3045
848,0.00003685,0.001239,6.3053
849,0.00004433,0.001561,6.3072
850,0.00004048,0.001895,6.3063
851,0.00002986,0.000993,6.3094
852,0.00002737,0.001197,6.3084
853,0.00003139,0.000879,6.3076
854,0.00002231,0.000847,6.3084
855,0.00002838,0.000935,6.3086
856,0.00003224,0.001347,6.3100
857,0.00003729,0.001083,6.3127
858,0.00003767,0.001445,6.3117
859,0.00003369,0.001573,6.3098
860,0.00003024,0.001061,6.3102
861,0.00003004,0.001391,6.3123
862,0.00003162,0.001073,6.3127
863,0.00003967,0.001577,6.3129
864,0.00003475,0.000937,6.3102
865,0.00003222,0.001229,6.3115
866,0.00002833,0.001203,6.3127
867,0.00002883,0.000837,6.3115
868,0.00003498,0.001067,6.3119
869,0.00003050,0.000727,6.3111
870,0.00003829,0.001483,6.3129
871,0.00003451,0.001103,6.3117
872,0.00002806,0.000951,6.3139
873,0.00003429,0.001243,6.3125
874,0.00002335,0.001323,6.3135
875,0.00002445,0.001269,6.3123
876,0.00002734,0.000775,6.3111
877,0.00003622,0.001687,6.3125
878,0.00003991,0.001843,6.3133
879,0.00003834,0.000931,6.3137
880,0.00003482,0.000671,6.3121
881,0.00003303,0.001593,6.3135
882,0.00003229,0.001473,6.3131
883,0.00002988,0.001791,6.3137
884,0.00003167,0.000639,6.3117
885,0.00003618,0.001843,6.3137
886,0.00002692,0.001029,6.3119
887,0.00003547,0.001343,6.3131
888,0.00003197,0.000821,6.3111
889,0.00003449,0.001771,6.3141
890,0.00003231,0.001313,6.3141
891,0.00002130,0.001399,6.3141
892,0.00002972,0.001141,6.3131
893,0.00002813,0.001275,6.3129
894,0.00002797,0.000947,6.3125
895,0.00002246,0.001031,6.3123
896,0.00003482,0.001463,6.3143
897,0.00002824,0.001613,6.3127
898,0.00002651,0.001207,6.3133
899,0.00003036,0.001781,6.3141
900,0.00002500,0.001097,6.3129
901,0.00003795,0.001423,6.3137
902,0.00003725,0.001667,6.3143
903,0.00003228,0.001227,6.3133
904,0.00004019,0.001415,6.3121
905,0.00003117,0.000941,6.3145
906,0.00005013,0.001693,6.3146
907,0.00004219,0.001103,6.3154
908,0.00003954,0.001421,6.3158
909,0.00004076,0.000839,6.3127
910,0.00003115,0.001603,6.3148
911,0.00003115,0.000817,6.3129
912,0.00003342,0.001479,6.3135
913,0.00002647,0.001005,6.3119
914,0.00002796,0.001463,6.3139
915,0.00002927,0.002157,6.3127
916,0.00003330,0.001681,6.3139
917,0.00002888,0.001631,6.3154
918,0.00003004,0.000967,6.3131
919,0.00003315,0.001217,6.3127
920,0.00002579,0.001029,6.3127
921,0.00002833,0.001083,6.3158
922,0.00003680,0.001187,6.3145
923,0.00003359,0.001807,6.3152
924,0.00003120,0.001151,6.3148
925,0.00003486,0.001675,6.3148
926,0.00003260,0.001521,6.3145
927,0.00004335,0.001129,6.3139
928,0.00003218,0.001473,6.3148
929,0.00003829,0.001593,6.3148
930,0.00003186,0.001051,6.3131
931,0.00003385,0.001223,6.3146
932,0.00002870,0.001145,6.3135
933,0.00003979,0.001557,6.3139
934,0.00002754,0.001201,6.3137
935,0.00002809,0.001545,6.3133
936,0.00004673,0.001301,6.3131
937,0.00003242,0.001087,6.3148
938,0.00005288,0.001681,6.3148
939,0.00002913,0.000983,6.3129
940,0.00002761,0.001541,6.3139
941,0.00003302,0.001635,6.3146
942,0.00004529,0.001343,6.3141
943,0.00002210,0.001483,6.3148
944,0.00003552,0.001327,6.3145
945,0.00004626,0.001587,6.3160
946,0.00004290,0.001437,6.3137
947,0.00003211,0.000879,6.3133
948,0.00002912,0.001177,6.3145
949,0.00003480,0.000909,6.3121
950,0.00003929,0.000895,6.3131
951,0.00003493,0.001525,6.3156
952,0.00004043,0.001323,6.3150
953,0.00003466,0.001307,6.3152
954,0.00003237,0.001451,6.3141
955,0.00004216,0.001499,6.3158
956,0.00002932,0.001337,6.3141
957,0.00002066,0.001207,6.3154
958,0.00004917,0.001447,6.3145
959,0.00003278,0.001369,6.3160
960,0.00003663,0.001447,6.3143
961,0.00003958,0.001801,6.3154
962,0.00002939,0.001321,6.3141
963,0.00002161,0.001619,6.3129
964,0.00003614,0.001015,6.3135
965,0.00004078,0.001823,6.3152
966,0.00003883,0.001563,6.3150
967,0.00004929,0.001749,6.3148
968,0.00002792,0.001369,6.3146
969,0.00004355,0.001259,6.3160
970,0.00003043,0.001505,6.3145
971,0.00002629,0.001097,6.3141
972,0.00003780,0.001343,6.3160
973,0.00001406,0.001057,6.3135
974,0.00003229,0.001317,6.3146
975,0.00002882,0.001603,6.3146
976,0.00002633,0.001463,6.3160
977,0.00003655,0.001677,6.3156
978,0.00003369,0.001191,6.3146
979,0.00003213,0.001197,6.3154
980,0.00002577,0.000801,6.3133
981,0.00003154,0.001667,6.3148
982,0.00001801,0.001051,6.3152
983,0.00003285,0.001453,6.3154
984,0.00001468,0.000221,6.3170
985,0.00002082,0.001271,6.3156
986,0.00001925,0.001051,6.3139
987,0.00003744,0.001379,6.3145
988,0.00003574,0.000993,6.3135
989,0.00002685,0.000671,6.3135
990,0.00001976,0.000707,6.3127
991,0.00003569,0.000791,6.3145
992,0.00003651,0.001349,6.3164
993,0.00002997,0.001443,6.3158
994,0.00003713,0.001833,6.3160
995,0.00002231,0.001259,6.3168
996,0.00003753,0.001499,6.3137
997,0.00003011,0.000973,6.3129
998,0.00003105,0.000957,6.3152
999,0.00003071,0.001375,6.3146
1000,0.00003458,0.001771,6.3133
1001,0.00002897,0.001609,6.3154
1002,0.00003020,0.001415,6.3148
1003,0.00002292,0.001113,6.3154
1004,0.00003266,0.001009,6.3137
1005,0.00003250,0.001405,6.3152
1006,0.00002782,0.001187,6.3145
1007,0.00002542,0.001321,6.3158
1008,0.00002980,0.001551,6.3154
1009,0.00002135,0.000781,6.3133
1010,0.00003349,0.001181,6.3145
1011,0.00002910,0.000905,6.3137
1012,0.00002771,0.001373,6.3145
1013,0.00002614,0.000925,6.3135
1014,0.00003775,0.001379,6.3156
1015,0.00003408,0.001525,6.3143
1016,0.00002376,0.000801,6.3160
1017,0.00004068,0.001363,6.3154
1018,0.00003997,0.001181,6.3152
1019,0.00003318,0.001265,6.3152
1020,0.00003280,0.000749,6.3141
1021,0.00003019,0.001119,6.3139
1022,0.00002787,0.000859,6.3133
1023,0.00003308,0.001333,6.3150
1024,0.00003082,0.001411,6.3143
1025,0.00003098,0.001117,6.3137
1026,0.00003414,0.001055,6.3152
1027,0.00003495,0.001621,6.3154
1028,0.00003248,0.000895,6.3145
1029,0.00004234,0.001129,6.3137
1030,0.00004039,0.001869,6.3150
1031,0.00002045,0.000993,6.3148
1032,0.00003690,0.001713,6.3166
1033,0.00002120,0.001099,6.3131
1034,0.00003680,0.000947,6.3131
1035,0.00002895,0.000805,6.3143
1036,0.00002566,0.001233,6.3141
1037,0.00002132,0.001281,6.3145
1038,0.00002712,0.000629,6.3145
1039,0.00003381,0.001567,6.3164
1040,0.00003137,0.001051,6.3143
1041,0.00003144,0.000837,6.3145
1042,0.00002658,0.001807,6.3162
1043,0.00002670,0.000779,6.3141
1044,0.00002790,0.001353,6.3143
1045,0.00003031,0.001443,6.3158
1046,0.00003139,0.001379,6.3152
1047,0.00002962,0.001551,6.3150
1048,0.00003313,0.001541,6.3154
1049,0.00002727,0.001859,6.3156
1050,0.00003558,0.000931,6.3141
1051,0.00003250,0.001473,6.3145
1052,0.00003043,0.001197,6.3148
1053,0.00001809,0.001239,6.3152
1054,0.00003764,0.001353,6.3150
1055,0.00003189,0.000707,6.3152
1056,0.00002971,0.001343,6.3150
1057,0.00002648,0.001171,6.3154
1058,0.00002971,0.001047,6.3156
1059,0.00002836,0.001629,6.3168
1060,0.00003836,0.001431,6.3150
1061,0.00002413,0.000993,6.3146
1062,0.00002693,0.001269,6.3164
1063,0.00002924,0.001615,6.3150
1064,0.00002206,0.000785,6.3139
1065,0.00002092,0.000823,6.3129
1066,0.00002473,0.001405,6.3164
1067,0.00002408,0.001269,6.3150
1068,0.00003229,0.001301,6.3148
1069,0.00003545,0.001739,6.3154
1070,0.00002562,0.001301,6.3158
1071,0.00004006,0.001103,6.3166
1072,0.00003508,0.001227,6.3150
1073,0.00003161,0.000837,6.3152
1074,0.00002658,0.001171,6.3146
1075,0.00002349,0.001275,6.3150
1076,0.00003268,0.001291,6.3156
1077,0.00003070,0.000951,6.3154
1078,0.00003303,0.001619,6.3158
1079,0.00002727,0.001703,6.3166
1080,0.00004380,0.001145,6.3143
1081,0.00002458,0.000727,6.3150
1082,0.00003260,0.001687,6.3164
1083,0.00002747,0.001009,6.3146
1084,0.00003036,0.001249,6.3158
1085,0.00004779,0.001463,6.3150
1086,0.00002551,0.001151,6.3154
1087,0.00004120,0.001817,6.3164
1088,0.00003009,0.001357,6.3145
1089,0.00004745,0.001515,6.3172
1090,0.00002122,0.001165,6.3145
1091,0.00002850,0.000821,6.3145
1092,0.00002678,0.001407,6.3146
1093,0.00003497,0.001963,6.3143
1094,0.00002924,0.001237,6.3166
1095,0.00003409,0.001395,6.3160
1096,0.00002369,0.000519,6.3154
1097,0.00004172,0.001577,6.3152
1098,0.00003458,0.001405,6.3152
1099,0.00002460,0.001385,6.3166
1100,0.00002374,0.000895,6.3164
1101,0.00004120,0.001713,6.3156
1102,0.00002824,0.001347,6.3152
1103,0.00002460,0.000925,6.3148
1104,0.00003490,0.001719,6.3158
1105,0.00002952,0.000925,6.3145
1106,0.00002707,0.001145,6.3164
1107,0.00003372,0.001119,6.3145
1108,0.00002875,0.000973,6.3152
1109,0.00002887,0.001285,6.3160
1110,0.00003597,0.001781,6.3164
1111,0.00003485,0.000957,6.3156
1112,0.00004182,0.001511,6.3154
1113,0.00003271,0.000587,6.3148
1114,0.00003396,0.000895,6.3162
1115,0.00002581,0.000853,6.3152
1116,0.00003102,0.001343,6.3162
1117,0.00004233,0.001187,6.3152
1118,0.00003482,0.001197,6.3150
1119,0.00002357,0.000723,6.3148
1120,0.00002987,0.001071,6.3158
1121,0.00002851,0.001243,6.3160
1122,0.00003910,0.001405,6.3158
1123,0.00003855,0.001641,6.3150
1124,0.00003239,0.001291,6.3160
1125,0.00003396,0.001025,6.3141
1126,0.00003490,0.001771,6.3174
1127,0.00003056,0.001681,6.3145
1128,0.00002971,0.000853,6.3150
1129,0.00004332,0.001999,6.3152
1130,0.00002860,0.001337,6.3154
1131,0.00003298,0.000921,6.3146
1132,0.00003399,0.000771,6.3160
1133,0.00002861,0.001693,6.3176
1134,0.00003044,0.000963,6.3156
1135,0.00002871,0.001427,6.3166
1136,0.00003184,0.001265,6.3154
1137,0.00003379,0.000833,6.3162
1138,0.00004542,0.001495,6.3170
1139,0.00003203,0.001421,6.3156
1140,0.00466875,0.189753,5.3854
1141,0.08717071,0.115749,5.9125
1142,0.04202839,0.115055,5.8990
1143,0.00003547,0.001057,6.2809
1144,0.00003797,0.001509,6.2947
1145,0.00003429,0.000775,6.2996
1146,0.00004336,0.001291,6.3033
1147,0.00002599,0.001463,6.3041
1148,0.00002996,0.001391,6.3063
1149,0.00002155,0.000477,6.3055
1150,0.00003833,0.001485,6.3084
1151,0.00003478,0.000743,6.3074
1152,0.00002959,0.001239,6.3100
1153,0.00002813,0.001525,6.3082
1154,0.00003680,0.001415,6.3088
1155,0.00002744,0.001239,6.3076
1156,0.00003883,0.000811,6.3100
1157,0.00003374,0.001535,6.3107
1158,0.00004034,0.001181,6.3094
1159,0.00002838,0.001239,6.3086
1160,0.00003737,0.001265,6.3092
1161,0.00002171,0.001139,6.3105
1162,0.00003167,0.001129,6.3096
1163,0.00003318,0.001255,6.3105
1164,0.00001436,0.000937,6.3094
1165,0.00002433,0.001489,6.3104
1166,0.00004008,0.000847,6.3098
1167,0.00003408,0.001343,6.3107
1168,0.00003322,0.001735,6.3113
1169,0.00003211,0.001145,6.3098
1170,0.00003142,0.001281,6.3107
1171,0.00003105,0.001317,6.3105
1172,0.00004493,0.001155,6.3125
1173,0.00002068,0.000545,6.3100
1174,0.00002673,0.001045,6.3121
1175,0.00002549,0.001343,6.3119
1176,0.00003617,0.000765,6.3107
1177,0.00003776,0.001129,6.3105
1178,0.00003297,0.001093,6.3111
1179,0.00002586,0.000967,6.3125
1180,0.00004134,0.001561,6.3121
1181,0.00004292,0.001593,6.3104
1182,0.00003592,0.001697,6.3117
1183,0.00001855,0.001047,6.3107
1184,0.00002048,0.000587,6.3117
1185,0.00003784,0.001681,6.3123
1186,0.00002023,0.000247,6.3141
1187,0.00003639,0.001703,6.3107
1188,0.00003739,0.001463,6.3121
1189,0.00002882,0.001301,6.3127
1190,0.00003540,0.001499,6.3105
1191,0.00002787,0.001259,6.3125
1192,0.00003581,0.001187,6.3113
1193,0.00002100,0.000885,6.3107
1194,0.00002981,0.000587,6.3111
1195,0.00005186,0.001483,6.3131
1196,0.00003245,0.001067,6.3121
1197,0.00002882,0.000953,6.3115
1198,0.00002510,0.001425,6.3143
1199,0.00003033,0.001551,6.3119
1200,0.00003381,0.001587,6.3115
1201,0.00003431,0.001749,6.3117
1202,0.00003016,0.001243,6.3121
1203,0.00001945,0.000915,6.3121
1204,0.00002695,0.001661,6.3121
1205,0.00003100,0.001175,6.3119
1206,0.00004073,0.001713,6.3131
1207,0.00003357,0.000765,6.3109
1208,0.00002688,0.000947,6.3115
1209,0.00004031,0.001379,6.3117
1210,0.00003769,0.001275,6.3119
1211,0.00002218,0.000915,6.3123
1212,0.00003637,0.001337,6.3123
1213,0.00004535,0.001515,6.3113
1214,0.00003350,0.001135,6.3127
1215,0.00003354,0.001167,6.3113
1216,0.00003070,0.001437,6.3135
1217,0.00002715,0.000807,6.3111
1218,0.00003737,0.001787,6.3109
1219,0.00003693,0.001369,6.3129
1220,0.00003695,0.001593,6.3129
1221,0.00002574,0.001427,6.3131
1222,0.00003397,0.001083,6.3123
1223,0.00005070,0.001781,6.3139
1224,0.00004049,0.001525,6.3096
1225,0.00003599,0.001207,6.3143
1226,0.00002892,0.001229,6.3119
1227,0.00003026,0.001281,6.3131
1228,0.00004061,0.001229,6.3121
1229,0.00004033,0.001645,6.3133
1230,0.00003429,0.001515,6.3129
1231,0.00003693,0.001589,6.3127
1232,0.00003542,0.001457,6.3100
1233,0.00004009,0.001249,6.3119
1234,0.00003350,0.001219,6.3137
1235,0.00003727,0.001509,6.3127
1236,0.00004175,0.001697,6.3127
1237,0.00003564,0.001671,6.3123
1238,0.00003569,0.001281,6.3133
1239,0.00002416,0.001259,6.3135
1240,0.00003278,0.001469,6.3127
1241,0.00003149,0.001489,6.3139
1242,0.00003429,0.001505,6.3145
1243,0.00003201,0.001113,6.3107
1244,0.00003997,0.001181,6.3131
1245,0.00003749,0.001065,6.3119
1246,0.00003606,0.001129,6.3127
1247,0.00004722,0.001781,6.3141
1248,0.00002984,0.001625,6.3133
1249,0.00002863,0.001483,6.3146
1250,0.00002668,0.001645,6.3143
1251,0.00003208,0.001149,6.3125
1252,0.00003071,0.000879,6.3119
1253,0.00003446,0.001459,6.3117
1254,0.00004329,0.001889,6.3143
1255,0.00002922,0.001253,6.3146
1256,0.00004811,0.001823,6.3139
1257,0.00003624,0.001483,6.3143
1258,0.00002290,0.000703,6.3117
1259,0.00003007,0.000915,6.3115
1260,0.00002863,0.001041,6.3131
1261,0.00002845,0.001707,6.3143
1262,0.00002947,0.001093,6.3131
1263,0.00003621,0.001113,6.3129
1264,0.00003574,0.001615,6.3135
1265,0.00003471,0.001655,6.3125
1266,0.00002154,0.001149,6.3129
1267,0.00003120,0.001477,6.3139
1268,0.00003092,0.001311,6.3127
1269,0.00003903,0.001431,6.3139
1270,0.00002717,0.000775,6.3137
1271,0.00003849,0.001159,6.3123
1272,0.00002581,0.001693,6.3105
1273,0.00003234,0.001535,6.3117
1274,0.00002171,0.000733,6.3129
1275,0.00003310,0.001253,6.3133
1276,0.00003473,0.001485,6.3125
1277,0.00003690,0.001761,6.3145
1278,0.00003055,0.000645,6.3133
1279,0.00003278,0.001457,6.3145
1280,0.00002839,0.001295,6.3131
1281,0.00003806,0.001165,6.3148
1282,0.00001942,0.000677,6.3125
1283,0.00003075,0.000983,6.3135
1284,0.00003056,0.001077,6.3139
1285,0.00002900,0.000999,6.3125
1286,0.00003184,0.001077,6.3117
1287,0.00002853,0.001057,6.3119
1288,0.00002749,0.001407,6.3135
1289,0.00002558,0.001437,6.3135
1290,0.00004122,0.001057,6.3131
1291,0.00005352,0.001687,6.3146
1292,0.00002959,0.001463,6.3137
1293,0.00003868,0.000941,6.3129
1294,0.00003826,0.001755,6.3145
1295,0.00003497,0.002089,6.3135
1296,0.00003406,0.001217,6.3131
1297,0.00003034,0.001249,6.3123
1298,0.00003687,0.001135,6.3141
1299,0.00002927,0.001519,6.3139
1300,0.00002445,0.001463,6.3119
1301,0.00003095,0.000905,6.3117
1302,0.00003717,0.000879,6.3111
1303,0.00002666,0.001499,6.3152
1304,0.00004337,0.001139,6.3131
1305,0.00003937,0.001411,6.3133
1306,0.00003307,0.001337,6.3143
1307,0.00003697,0.001645,6.3127
1308,0.00003792,0.001451,6.3143
1309,0.00002233,0.001567,6.3129
1310,0.00003181,0.001281,6.3135
1311,0.00003216,0.001427,6.3152
1312,0.00003231,0.001457,6.3139
1313,0.00003183,0.001285,6.3143
1314,0.00003273,0.001697,6.3139
1315,0.00003046,0.001015,6.3145
1316,0.00004273,0.001441,6.3135
1317,0.00003125,0.001347,6.3139
1318,0.00002969,0.001097,6.3133
1319,0.00002261,0.000661,6.3125
1320,0.00004239,0.001567,6.3152
1321,0.00004787,0.001661,6.3141
1322,0.00002893,0.001167,6.3150
1323,0.00003071,0.000885,6.3137
1324,0.00003265,0.001499,6.3131
1325,0.00002192,0.001363,6.3109
1326,0.00003155,0.000999,6.3135
1327,0.00003554,0.001119,6.3150
1328,0.00002011,0.001009,6.3127
1329,0.00003661,0.001629,6.3133
1330,0.00003433,0.001587,6.3145
1331,0.00002802,0.001155,6.3123
1332,0.00003436,0.000963,6.3139
1333,0.00003961,0.001583,6.3146
1334,0.00003853,0.001415,6.3148
1335,0.00003713,0.001499,6.3143
1336,0.00003226,0.001333,6.3137
1337,0.00003490,0.001405,6.3131
1338,0.00003828,0.001197,6.3135
1339,0.00002517,0.001359,6.3141
1340,0.00003366,0.001723,6.3150
1341,0.00003295,0.001149,6.3127
1342,0.00002955,0.001191,6.3137
1343,0.00003100,0.001521,6.3145
1344,0.00003816,0.001493,6.3141
1345,0.00004154,0.001489,6.3141
1346,0.00003902,0.001707,6.3145
1347,0.00002019,0.001531,6.3148
1348,0.00003218,0.001401,6.3137
1349,0.00002786,0.001115,6.3125
1350,0.00003394,0.001859,6.3125
1351,0.00003633,0.001587,6.3148
1352,0.00003293,0.001255,6.3123
1353,0.00003992,0.002173,6.3143
1354,0.00003752,0.001275,6.3158
1355,0.00002176,0.001097,6.3145
1356,0.00002451,0.001599,6.3123
1357,0.00003683,0.001389,6.3141
1358,0.00003149,0.001353,6.3146
1359,0.00003855,0.001473,6.3154
1360,0.00003088,0.001615,6.3150
1361,0.00003108,0.000931,6.3119
1362,0.00003384,0.001259,6.3133
1363,0.00003915,0.001713,6.3135
1364,0.00003439,0.001083,6.3139
1365,0.00003655,0.001041,6.3145
1366,0.00003288,0.001171,6.3143
1367,0.00003247,0.001077,6.3135
1368,0.00003880,0.001323,6.3145
1369,0.00003191,0.001015,6.3154
1370,0.00004500,0.001745,6.3148
1371,0.00002851,0.001171,6.3141
1372,0.00003525,0.001145,6.3145
1373,0.00002385,0.000925,6.3141
1374,0.00003147,0.001087,6.3152
1375,0.00002073,0.001525,6.3139
1376,0.00003703,0.001573,6.3127
1377,0.00003623,0.001401,6.3146
1378,0.00004265,0.001885,6.3154
1379,0.00004378,0.001859,6.3156
1380,0.00003298,0.001317,6.3150
1381,0.00004587,0.001609,6.3146
1382,0.00004241,0.001683,6.3146
1383,0.00002818,0.001469,6.3141
1384,0.00002671,0.000205,6.3160
1385,0.00002975,0.000957,6.3139
1386,0.00003502,0.000895,6.3139
1387,0.00003461,0.000993,6.3143
1388,0.00003256,0.001129,6.3135
1389,0.00003892,0.001551,6.3135
1390,0.00002574,0.001077,6.3133
1391,0.00004458,0.001619,6.3143
1392,0.00003283,0.001735,6.3156
1393,0.00003204,0.001485,6.3135
1394,0.00002831,0.001485,6.3162
1395,0.00002828,0.000843,6.3127
1396,0.00003411,0.001295,6.3141
1397,0.00004431,0.002339,6.3143
1398,0.00003122,0.001577,6.3145
1399,0.00003729,0.001379,6.3123
1400,0.00003818,0.001525,6.3148
1401,0.00002929,0.001317,6.3141
1402,0.00002868,0.001385,6.3145
1403,0.00004281,0.001401,6.3152
1404,0.00002994,0.000911,6.3145
1405,0.00003105,0.001239,6.3146
1406,0.00003544,0.001301,6.3141
1407,0.00002246,0.001129,6.3129
1408,0.00003450,0.001181,6.3152
1409,0.00003125,0.000681,6.3141
1410,0.00003292,0.001755,6.3156
1411,0.00003722,0.001187,6.3141
1412,0.00004100,0.001291,6.3143
1413,0.00002930,0.001683,6.3123
1414,0.00001955,0.001203,6.3150
1415,0.00003063,0.000795,6.3137
1416,0.00004724,0.001713,6.3148
1417,0.00003742,0.001751,6.3123
1418,0.00003761,0.001239,6.3146
1419,0.00004226,0.000807,6.3129
1420,0.00004749,0.001149,6.3146
1421,0.00002749,0.001401,6.3139
1422,0.00003088,0.001093,6.3141
1423,0.00003542,0.001499,6.3141
1424,0.00003362,0.001015,6.3158
1425,0.00004090,0.000905,6.3148
1426,0.00002597,0.000909,6.3143
1427,0.00002929,0.001275,6.3129
1428,0.00004374,0.001509,6.3133
1429,0.00003248,0.001421,6.3145
1430,0.00002687,0.001411,6.3146
1431,0.00001955,0.000831,6.3135
1432,0.00002132,0.001021,6.3148
1433,0.00003634,0.001441,6.3139
1434,0.00003347,0.001597,6.3160
1435,0.00004246,0.001145,6.3139
1436,0.00004223,0.001255,6.3141
1437,0.00003312,0.001483,6.3137
1438,0.00002329,0.001197,6.3137
1439,0.00003188,0.001275,6.3137
1440,0.00562038,0.201481,5.4127
1441,0.09006882,0.115013,5.9219
1442,0.03818003,0.115065,5.9123
1443,0.00003129,0.001165,6.2814
1444,0.00002730,0.000977,6.2947
1445,0.00002598,0.001061,6.3004
1446,0.00003208,0.000739,6.3008
1447,0.00003517,0.000609,6.3039
1448,0.00002372,0.000655,6.3035
1449,0.00004145,0.001145,6.3055
1450,0.00002944,0.001207,6.3057
1451,0.00002659,0.001307,6.3070
1452,0.00003532,0.001323,6.3074
1453,0.00002300,0.000847,6.3066
1454,0.00003161,0.001473,6.3082
1455,0.00003352,0.001473,6.3074
1456,0.00001836,0.001051,6.3074
1457,0.00002468,0.001609,6.3092
1458,0.00003103,0.001015,6.3098
1459,0.00003283,0.001729,6.3092
1460,0.00004194,0.001431,6.3092
1461,0.00003080,0.001317,6.3088
1462,0.00002734,0.001583,6.3092
1463,0.00002627,0.001519,6.3090
1464,0.00002962,0.001379,6.3098
1465,0.00003312,0.001567,6.3100
1466,0.00003697,0.001483,6.3102
1467,0.00003307,0.000687,6.3090
1468,0.00004140,0.001467,6.3063
1469,0.00003600,0.001651,6.3105
1470,0.00002687,0.001521,6.3113
1471,0.00002850,0.000801,6.3109
1472,0.00003339,0.001457,6.3074
1473,0.00001732,0.000843,6.3084
1474,0.00002567,0.001233,6.3098
1475,0.00002483,0.001821,6.3104
1476,0.00002814,0.001167,6.3104
1477,0.00002799,0.001703,6.3100
1478,0.00003273,0.001249,6.3104
1479,0.00002791,0.001275,6.3092
1480,0.00003579,0.001239,6.3109
1481,0.00003286,0.001535,6.3102
1482,0.00003145,0.001739,6.3115
1483,0.00002918,0.001155,6.3102
1484,0.00003488,0.001417,6.3113
1485,0.00003135,0.001369,6.3119
1486,0.00002994,0.001359,6.3109
1487,0.00003941,0.001697,6.3107
1488,0.00002873,0.001167,6.3104
1489,0.00002710,0.001411,6.3104
1490,0.00003408,0.001255,6.3105
1491,0.00004246,0.001567,6.3117
1492,0.00003440,0.001823,6.3121
1493,0.00003880,0.001537,6.3119
1494,0.00002434,0.001337,6.3121
1495,0.00002682,0.000753,6.3094
1496,0.00003021,0.001229,6.3113
1497,0.00004409,0.001411,6.3104
1498,0.00003308,0.001541,6.3111
1499,0.00003698,0.001525,6.3119
1500,0.00003782,0.001395,6.3111
1501,0.00003717,0.001431,6.3107
1502,0.00002498,0.001457,6.3111
1503,0.00002423,0.001119,6.3111
1504,0.00002505,0.001291,6.3104
1505,0.00001814,0.001011,6.3105
