t_s,ch,vbus_V,current_A,power_W
3818.722302,0,5.998828,-0.0000600,-0.0003599
3818.854859,0,5.999023,-0.0000700,-0.0004199
3818.986003,0,5.998828,-0.0000480,-0.0002879
3819.117783,0,5.998633,-0.0000560,-0.0003359
3819.249622,0,5.998828,-0.0000640,-0.0003839
3819.381456,0,5.998828,-0.0000740,-0.0004439
3819.513286,0,5.998828,-0.0000320,-0.0001920
3819.645125,0,5.999023,0.0000760,0.0004559
3819.776949,0,5.999023,-0.0000560,-0.0003359
3819.908788,0,5.998828,-0.0000560,-0.0003359
3820.040626,0,5.998828,-0.0000620,-0.0003719
3820.172411,0,5.998828,-0.0000600,-0.0003599
3820.304244,0,5.998828,-0.0000700,-0.0004199
